ticker,entry_window_date,r_ew_day4_pct,winner_60
ACG1V.HE,2020-06-03,4.17631446324678,0
ACG1V.HE,2021-10-26,-0.398404851209933,1
ACG1V.HE,2022-06-16,2.42214990743239,1
ACG1V.HE,2022-12-01,-2.39361405452891,0
ACG1V.HE,2024-03-25,-0.312499697320168,0
ACG1V.HE,2024-06-07,1.53846007127028,0
ACG1V.HE,2025-04-29,-4.88722218970608,0
AKTIA.HE,2021-10-15,1.68633958122151,0
AKTIA.HE,2024-02-28,0.435723530547505,1
AKTIA.HE,2025-05-22,-0.208981240617723,0
ALBBV.HE,2020-02-20,-3.01506971730285,0
ALMA.HE,2020-09-21,-0.539081134482333,1
ALMA.HE,2021-08-23,-1.34454091041101,0
ALMA.HE,2022-02-11,-1.77165617816917,0
ALMA.HE,2022-11-21,-0.869575275475665,0
ALMA.HE,2023-05-19,-2.06185423786884,0
ALMA.HE,2024-05-29,-3.30188903915729,0
ALMA.HE,2024-10-31,-0.450449486282278,0
ALMA.HE,2025-12-11,0.763354388423232,1
ANORA.HE,2020-04-07,2.27272927236872,1
ANORA.HE,2024-03-13,0.198017573468023,0
APETIT.HE,2021-02-12,9.31174559313668,1
APETIT.HE,2021-03-23,2.36220858804828,1
APETIT.HE,2024-03-13,0.0,1
APETIT.HE,2024-05-13,0.358424151584824,0
APETIT.HE,2024-09-23,0.0,0
APETIT.HE,2024-12-05,-2.56410388439178,0
APETIT.HE,2025-09-19,-1.44404879011439,0
ASPO.HE,2021-05-31,-0.209443769572126,1
ASPO.HE,2022-12-27,3.7267001785998,0
ASPO.HE,2023-07-04,-1.00719845702898,0
ASPO.HE,2025-11-20,0.0,1
ATRAV.HE,2020-05-29,1.040468794128,0
ATRAV.HE,2022-04-07,-0.385349454776684,0
ATRAV.HE,2023-04-14,1.69204995226935,0
ATRAV.HE,2024-12-12,-2.7522785144653,1
ATRAV.HE,2025-04-03,-1.2048166500142,1
BIOBV.HE,2021-03-12,-0.93897738359241,0
BIOBV.HE,2022-10-25,1.9354897756112,1
BIOBV.HE,2023-11-13,0.775199242777647,0
BIOBV.HE,2025-05-23,0.0,1
BITTI.HE,2021-08-27,3.91154618664398,0
BITTI.HE,2022-10-17,-3.57143826081942,1
BITTI.HE,2025-12-08,4.22960788908566,1
CAPMAN.HE,2020-04-22,5.26315021280932,1
CAPMAN.HE,2020-10-22,-5.74161912820165,1
CAPMAN.HE,2021-01-19,2.50002308813468,1
