ticker,entry_window_date,r_ew_day2_pct,winner_60
8TRA.ST,2020-01-16,-0.714561802798042,0
8TRA.ST,2020-10-16,-0.921745479634339,1
8TRA.ST,2021-08-13,-2.70665571932999,0
8TRA.ST,2022-01-11,4.19214614165115,0
8TRA.ST,2022-10-25,5.46097708944928,1
8TRA.ST,2023-01-27,-0.995012131545292,1
8TRA.ST,2024-04-24,-4.19235758923985,0
AAK.ST,2021-08-11,-0.192860308407361,0
AAK.ST,2024-04-12,-1.0997671105468,1
AAK.ST,2024-10-16,-0.236688746189195,0
ABB.ST,2020-04-27,6.53449696178199,1
ABB.ST,2020-07-15,-0.312781854092814,0
ABB.ST,2021-08-06,0.813273938042491,0
ABB.ST,2023-01-26,0.843649176335348,0
ABB.ST,2024-06-10,1.25722351973352,0
ACAD.ST,2023-11-16,2.59739710466165,1
ACAD.ST,2025-03-10,2.36842777606596,0
ACE.ST,2021-07-19,-2.99319312686012,0
ACRI-B.ST,2022-05-24,-0.497513135866801,0
ACRI-B.ST,2024-02-29,-2.37466338374545,1
ACRI-B.ST,2024-09-30,-0.813007321958548,0
ACTI.ST,2021-07-26,0.0,0
ACTI.ST,2022-04-05,2.93104620274269,0
AFRY.ST,2020-12-14,1.27590668074589,0
AFRY.ST,2021-11-22,-2.74599887853526,0
AFRY.ST,2022-12-06,-0.232154124723427,1
AFRY.ST,2023-12-01,0.865462327578892,1
ALFA.ST,2020-05-18,-1.25365181138342,1
ALFA.ST,2020-12-08,-0.765074249595044,1
ALFA.ST,2021-03-12,0.588659079077547,1
ALFA.ST,2023-02-28,0.782603477389432,1
ALFA.ST,2023-04-13,0.536622649181995,0
ALFA.ST,2024-05-13,1.03007846066125,0
ALIF-B.ST,2025-07-09,-0.216798859883127,0
ALIG.ST,2020-12-14,-0.940439156872264,1
ALIG.ST,2022-03-29,-1.12360628007434,0
ALLEI.ST,2023-06-19,-1.42016129303936,0
ALLEI.ST,2025-11-21,3.90183287928272,0
ALLIGO-B.ST,2020-08-18,1.25874508074062,0
ALLIGO-B.ST,2020-11-26,-0.316462438951026,1
ALLIGO-B.ST,2024-07-04,0.981768999182386,0
AMBEA.ST,2020-02-11,0.382634481295052,0
AMBEA.ST,2022-12-01,0.294115609091805,0
AMBEA.ST,2024-06-10,3.13351187866104,1
AMBEA.ST,2024-09-19,0.883485505940773,0
AMBEA.ST,2025-06-02,0.919117621278276,1
ANNE-B.ST,2022-08-08,-0.333891081543702,0
ANNE-B.ST,2024-09-06,0.257065476088902,0
ANOD-B.ST,2020-10-14,-0.229879667790878,1
ANOD-B.ST,2023-04-12,4.24836861591753,0
ANOT.ST,2023-11-27,6.06654001553919,1
ANOT.ST,2024-04-08,-0.434783481920586,0
ANOT.ST,2025-04-15,1.83673542310974,1
AQ.ST,2020-09-17,-2.89257034579171,1
AQ.ST,2021-01-19,8.25689245121393,1
AQ.ST,2021-04-12,2.98273335780199,1
AQ.ST,2024-03-04,-1.99636060879561,1
AQ.ST,2024-12-18,-2.44004408277055,1
AQ.ST,2025-08-28,-2.60602499961989,0
ARISE.ST,2022-03-28,6.7853163188039,1
ARISE.ST,2022-11-07,-1.88866318216809,0
ARISE.ST,2024-12-18,-2.99090544918404,0
ARISE.ST,2025-07-16,-0.143675971714674,0
