ticker,entry_window_date,r_ew_day4_pct,winner_60
8TRA.ST,2020-01-16,-3.94998234465681,0
8TRA.ST,2020-10-16,-0.41800462488758,1
8TRA.ST,2021-08-13,-7.75420547468059,0
8TRA.ST,2022-01-11,4.36681326087542,0
8TRA.ST,2022-10-25,-2.26950707337428,1
8TRA.ST,2023-01-27,1.54781372613311,1
8TRA.ST,2024-04-24,-1.10974305495487,0
AAK.ST,2021-08-11,-0.819673928192788,0
AAK.ST,2024-04-12,0.0785530233217147,1
AAK.ST,2024-10-16,-1.77514716558683,0
ABB.ST,2020-04-27,-1.06115593596855,1
ABB.ST,2020-07-15,-0.983021492416281,0
ABB.ST,2021-08-06,1.75166385480283,0
ABB.ST,2023-01-26,2.39033070032515,0
ABB.ST,2024-06-10,0.203876330122177,0
ACAD.ST,2023-11-16,3.29670940251034,1
ACAD.ST,2025-03-10,2.36842777606596,0
ACE.ST,2021-07-19,-1.0884395262011,0
ACRI-B.ST,2022-05-24,-0.497513135866801,0
ACRI-B.ST,2024-02-29,-2.63851649346628,1
ACRI-B.ST,2024-09-30,1.21950546076564,0
ACTI.ST,2021-07-26,-1.46666438182034,0
ACTI.ST,2022-04-05,2.58621031103528,0
AFRY.ST,2020-12-14,0.159481257732019,0
AFRY.ST,2021-11-22,-4.65294125081233,0
AFRY.ST,2022-12-06,0.870570623852163,1
AFRY.ST,2023-12-01,4.72069656954512,1
ALFA.ST,2020-05-18,-1.73379262049022,1
ALFA.ST,2020-12-08,0.225028495435708,1
ALFA.ST,2021-03-12,1.28769636155939,1
ALFA.ST,2023-02-28,3.42028191270884,1
ALFA.ST,2023-04-13,-0.992762699961369,0
ALFA.ST,2024-05-13,0.185414508396176,0
ALIF-B.ST,2025-07-09,-3.19782867018124,0
ALIG.ST,2020-12-14,2.97805581272463,1
ALIG.ST,2022-03-29,-0.561813794777344,0
ALLEI.ST,2023-06-19,-1.80563376138684,0
ALLEI.ST,2025-11-21,3.20956972901965,0
ALLIGO-B.ST,2020-08-18,1.95804687757493,0
ALLIGO-B.ST,2020-11-26,0.474677991452088,1
ALLIGO-B.ST,2024-07-04,1.68302167576611,0
AMBEA.ST,2020-02-11,-7.78060963841124,0
AMBEA.ST,2022-12-01,-3.92156562579412,0
AMBEA.ST,2024-06-10,1.70299904587918,1
AMBEA.ST,2024-09-19,-0.607403272961671,0
AMBEA.ST,2025-06-02,1.93014560222218,1
ANNE-B.ST,2022-08-08,-0.333891081543702,0
ANNE-B.ST,2024-09-06,-0.514140758597137,0
ANOD-B.ST,2020-10-14,-0.229879667790878,1
ANOD-B.ST,2023-04-12,4.08497007004189,0
ANOT.ST,2023-11-27,6.45793609052068,1
ANOT.ST,2024-04-08,0.0,0
ANOT.ST,2025-04-15,13.6734731270095,1
AQ.ST,2020-09-17,-2.68596991822991,1
AQ.ST,2021-01-19,7.11010132617138,1
AQ.ST,2021-04-12,11.146008858422,1
AQ.ST,2024-03-04,-1.81487263688864,1
AQ.ST,2024-12-18,-4.75600569269545,1
AQ.ST,2025-08-28,-6.33622590181433,0
ARISE.ST,2022-03-28,9.67741547336867,1
ARISE.ST,2022-11-07,3.77734290703327,0
ARISE.ST,2024-12-18,-2.86086563420689,0
ARISE.ST,2025-07-16,0.287362905203348,0
ARJO-B.ST,2020-07-07,-3.42857120068785,0
ARP.ST,2020-12-23,10.8333221749837,1
ARP.ST,2022-10-14,14.7741047241248,1
ARP.ST,2025-11-26,2.36406623649266,0
ARPL.ST,2021-10-25,-1.72745043191831,0
ARPL.ST,2022-01-04,-3.69650127630817,0
ARPL.ST,2023-09-14,-0.294120372097129,0
ARPL.ST,2024-03-22,1.46341847818861,1
ARPL.ST,2024-09-20,0.0,0
ASSA-B.ST,2021-06-18,2.40550533063035,0
ASSA-B.ST,2022-08-08,0.600337828289588,0
ASSA-B.ST,2025-05-21,-0.842785480376951,0
ASSA-B.ST,2025-08-21,0.0596999185751512,0
ATCO-A.ST,2020-11-30,1.20313175732518,1
ATCO-A.ST,2021-11-08,0.531899310035122,1
ATCO-A.ST,2025-05-01,0.0987199345556133,0
ATCO-B.ST,2020-06-10,1.61481415549198,0
ATCO-B.ST,2024-05-24,-3.07080617874969,0
ATCO-B.ST,2025-02-17,-1.18938702564018,0
ATIC.ST,2023-08-15,-7.98611145604539,0
ATIC.ST,2024-05-13,-0.216924698312582,1
ATORX.ST,2024-08-06,-4.67153324094258,0
ATRLJ-B.ST,2020-11-27,-3.15667905920883,0
ATRLJ-B.ST,2021-06-15,-3.53937445784847,1
ATT.ST,2020-12-08,-2.28699376272805,0
ATT.ST,2021-04-16,1.58258368925679,0
ATT.ST,2021-07-13,-0.660577502440796,0
ATT.ST,2025-10-02,0.14663652198037,1
AXFO.ST,2022-08-16,5.23660874041345,0
AXFO.ST,2024-01-10,-2.69580596739515,1
AXFO.ST,2025-05-09,0.185253258017815,1
AXFO.ST,2025-07-28,-0.407737589663304,0
AZN.ST,2025-05-30,1.27226137478735,1
B3.ST,2023-08-07,-0.190472631436711,0
B3.ST,2024-03-15,-0.11111346431294,0
BACTI-B.ST,2021-08-05,-5.52083651224772,0
BACTI-B.ST,2022-01-14,-7.3170731707317,0
BALCO.ST,2021-08-04,-0.904149685052136,1
BALCO.ST,2021-10-26,-8.28220818581051,0
BALCO.ST,2023-03-10,-2.55219642987848,1
BALD-B.ST,2021-08-20,-4.63164501728068,0
BALD-B.ST,2024-04-08,-10.3420785093243,0
BEGR.ST,2020-02-17,-0.824191711671318,0
BEGR.ST,2020-08-18,0.0,1
BEGR.ST,2022-05-26,2.47251890552525,0
BEIJ-B.ST,2022-11-18,4.72348730398313,0
