ticker,entry_window_date,r_ew_day5_pct,winner_60
8TRA.ST,2020-01-16,-4.82334322271835,0
8TRA.ST,2020-10-16,-0.139326566383224,1
8TRA.ST,2021-08-13,-7.31529032160105,0
8TRA.ST,2022-01-11,1.92139918758787,0
8TRA.ST,2022-10-25,0.709210690348794,1
8TRA.ST,2023-01-27,1.87949297517951,1
8TRA.ST,2024-04-24,-3.45252888593659,0
AAK.ST,2021-08-11,-0.482154686009861,0
AAK.ST,2024-04-12,0.0785530233217147,1
AAK.ST,2024-10-16,-2.13018028487063,0
ABB.ST,2020-04-27,0.0,1
ABB.ST,2020-07-15,2.14476108913473,0
ABB.ST,2021-08-06,1.97059674118247,0
ABB.ST,2023-01-26,-0.590549243859739,0
ABB.ST,2024-06-10,0.747543081443025,0
ACAD.ST,2023-11-16,3.796211078435,1
ACAD.ST,2025-03-10,2.7631554780807,0
ACE.ST,2021-07-19,-2.31292101801658,0
ACRI-B.ST,2022-05-24,-0.497513135866801,0
ACRI-B.ST,2024-02-29,-1.58311135645398,1
ACRI-B.ST,2024-09-30,-0.40650918315146,0
ACTI.ST,2021-07-26,-1.06666726271354,0
ACTI.ST,2022-04-05,-2.58619960616793,0
AFRY.ST,2020-12-14,-1.75439999547049,0
AFRY.ST,2021-11-22,-4.11900164361766,0
AFRY.ST,2022-12-06,2.7278036216396,1
AFRY.ST,2023-12-01,8.41857167953528,1
ALFA.ST,2020-05-18,-1.0135948223318,1
ALFA.ST,2020-12-08,2.20522644053509,1
ALFA.ST,2021-03-12,0.99335448581459,1
ALFA.ST,2023-02-28,2.7536200368889,1
ALFA.ST,2023-04-13,-0.617131165123841,0
ALFA.ST,2024-05-13,0.90646878839713,0
ALIF-B.ST,2025-07-09,-5.1490514905149,0
ALIG.ST,2020-12-14,2.50784078640114,1
ALIG.ST,2022-03-29,-1.31087399342006,0
ALLEI.ST,2023-06-19,-2.79974913148733,0
ALLEI.ST,2025-11-21,3.08370632063433,0
ALLIGO-B.ST,2020-08-18,1.11887733561824,0
ALLIGO-B.ST,2020-11-26,-0.316462438951026,1
ALLIGO-B.ST,2024-07-04,4.62832867331326,0
AMBEA.ST,2020-02-11,-10.2040797370264,0
AMBEA.ST,2022-12-01,-4.35294163145857,0
AMBEA.ST,2024-06-10,2.7929120694852,1
AMBEA.ST,2024-09-19,-1.21480654592333,0
AMBEA.ST,2025-06-02,2.29779405319568,1
ANNE-B.ST,2022-08-08,-0.333891081543702,0
ANNE-B.ST,2024-09-06,0.514130952177827,0
ANOD-B.ST,2020-10-14,0.689646352936801,1
ANOD-B.ST,2023-04-12,3.18627485615031,0
ANOT.ST,2023-11-27,7.04501270652107,1
ANOT.ST,2024-04-08,-2.60869441275788,0
ANOT.ST,2025-04-15,11.4285751212791,1
AQ.ST,2020-09-17,-4.23554503241126,1
AQ.ST,2021-01-19,10.3211018799211,1
AQ.ST,2021-04-12,8.791210163545,1
AQ.ST,2024-03-04,-1.08892074926076,1
AQ.ST,2024-12-18,-3.50151806984238,1
AQ.ST,2025-08-28,-6.13183453609031,0
ARISE.ST,2022-03-28,13.2369328049251,1
ARISE.ST,2022-11-07,4.57257516939515,0
ARISE.ST,2024-12-18,-4.42133311864221,0
ARISE.ST,2025-07-16,0.287362905203348,0
ARJO-B.ST,2020-07-07,-3.14286557454978,0
ARP.ST,2020-12-23,13.3333438353094,1
ARP.ST,2022-10-14,14.7741047241248,1
ARP.ST,2025-11-26,1.18203311824634,0
ARPL.ST,2021-10-25,-1.15163637173772,0
ARPL.ST,2022-01-04,-4.18287840111874,0
ARPL.ST,2023-09-14,0.0,0
ARPL.ST,2024-03-22,-0.487799592490679,1
ARPL.ST,2024-09-20,0.40816657271816,0
ASSA-B.ST,2021-06-18,0.420012774326128,0
ASSA-B.ST,2022-08-08,1.71526190415545,0
ASSA-B.ST,2025-05-21,-1.26417323301983,0
ASSA-B.ST,2025-08-21,0.298499592875756,0
ATCO-A.ST,2020-11-30,0.971756730894202,1
ATCO-A.ST,2021-11-08,0.709210659941673,1
ATCO-A.ST,2025-05-01,-0.296149669190426,0
ATCO-B.ST,2020-06-10,3.91746017617685,0
ATCO-B.ST,2024-05-24,-1.47853432063288,0
ATCO-B.ST,2025-02-17,-2.16528823106503,0
ATIC.ST,2023-08-15,-10.7638947527715,0
ATIC.ST,2024-05-13,-0.216924698312582,1
ATORX.ST,2024-08-06,-8.17518481826948,0
ATRLJ-B.ST,2020-11-27,-2.70574235275944,0
ATRLJ-B.ST,2021-06-15,-2.49253151934271,1
ATT.ST,2020-12-08,-3.85649508620495,0
ATT.ST,2021-04-16,1.38476269670282,0
ATT.ST,2021-07-13,-1.72764089923247,0
ATT.ST,2025-10-02,2.346050110134,1
AXFO.ST,2022-08-16,2.4921289036774,0
AXFO.ST,2024-01-10,-4.11656865185837,1
AXFO.ST,2025-05-09,0.778070565296551,1
AXFO.ST,2025-07-28,0.815506734707072,0
AZN.ST,2025-05-30,2.21737947322573,1
B3.ST,2023-08-07,-2.09523692335924,0
B3.ST,2024-03-15,-0.333340392938819,0
BACTI-B.ST,2021-08-05,-1.87500317891439,0
BACTI-B.ST,2022-01-14,-8.53658536585366,0
BALCO.ST,2021-08-04,0.0,1
BALCO.ST,2021-10-26,-7.20858478160885,0
BALCO.ST,2023-03-10,-0.812052494254922,1
BALD-B.ST,2021-08-20,-3.01522836211029,0
BALD-B.ST,2024-04-08,-9.52002185029514,0
BEGR.ST,2020-02-17,-3.84616257332528,0
BEGR.ST,2020-08-18,1.25391241891755,1
BEGR.ST,2022-05-26,0.549446040502,0
BEIJ-B.ST,2022-11-18,5.99077134651402,0
BEIJ-B.ST,2023-01-30,9.98194556053311,1
BEIJ-B.ST,2025-05-09,2.3469445962647,1
BEIJ-B.ST,2025-07-17,4.87651435997618,0
BERG-B.ST,2023-03-03,-2.91261160083919,1
BERG-B.ST,2024-08-21,7.43243721376969,0
BETCO.ST,2020-08-13,7.92452830188679,1
BETCO.ST,2023-07-27,5.89519650655022,1
BETS-B.ST,2020-07-22,-6.46067859567128,0
BETS-B.ST,2022-03-30,2.39717737416603,1
BETS-B.ST,2022-08-16,-1.77987415303908,1
BICO.ST,2020-02-18,-5.9500932148029,1
BICO.ST,2020-04-02,1.95401948073815,1
BICO.ST,2025-01-02,-7.88027397308156,1
BILI-A.ST,2021-01-14,0.579161870741163,1
BILI-A.ST,2023-04-11,-1.08442641187152,0
BILI-A.ST,2025-08-26,-3.14358327345963,1
BILL.ST,2021-04-13,2.11351972942073,0
BILL.ST,2023-07-17,-2.82710213833688,1
BILL.ST,2024-01-02,-2.21580055987178,0
BIOA-B.ST,2020-08-31,-1.70330005687672,0
BIOA-B.ST,2021-02-15,-2.76659955511573,0
BIOA-B.ST,2022-04-14,-26.1425942186625,0
BIOA-B.ST,2025-07-10,1.31787034276132,1
BIOG-B.ST,2024-09-18,-0.956521134372967,0
BMAX.ST,2020-11-24,1.33966930430327,1
BMAX.ST,2022-11-29,-1.57575104154526,0
BOL.ST,2022-07-27,0.298276042893653,1
BOL.ST,2023-02-03,-6.63393926810901,0
BONAV-B.ST,2025-09-22,15.7587541599173,1
BONEX.ST,2024-12-06,-1.55902169075873,1
BOOZT.ST,2024-11-04,-14.0049129302368,0
BOOZT.ST,2025-09-30,0.309592794261371,1
BORG.ST,2021-03-22,11.5196234211954,1
BORG.ST,2022-04-27,-2.37324395471832,0
BORG.ST,2024-01-18,-4.27351160651777,1
BOUL.ST,2023-06-26,-3.77697914223341,0
BOUL.ST,2024-05-13,0.200405397605752,1
BRAV.ST,2022-11-25,-1.93370180943642,1
BRAV.ST,2024-05-28,1.02656914437314,0
BRAV.ST,2025-06-05,0.838457267286397,0
BRAV.ST,2025-08-21,-2.07889607056914,0
BRIN-B.ST,2020-05-27,0.0,1
BRIN-B.ST,2021-01-04,-1.71821303589532,0
BRIN-B.ST,2022-10-25,11.3744055693856,1
BRIN-B.ST,2025-11-07,-3.03951933425304,0
BTS-B.ST,2022-11-23,-8.72484541743895,1
BTS-B.ST,2024-07-09,3.27869126982931,0
BUFAB.ST,2022-03-29,-0.591743968395142,0
BUFAB.ST,2022-12-01,-5.82119902125796,1
BULTEN.ST,2022-07-18,5.44116679415496,0
BULTEN.ST,2024-11-01,2.15207976975218,1
BURE.ST,2020-08-19,3.13971527315497,1
BURE.ST,2021-06-03,-2.74752628063276,1
BURE.ST,2024-12-18,0.209965834191395,0
BURE.ST,2025-07-15,-1.83423709525724,0
CAST.ST,2020-10-09,-2.5419394073451,0
CAST.ST,2020-11-23,-0.609185215602792,0
CAST.ST,2021-12-02,-0.901955468178384,0
CATE.ST,2021-03-23,-3.43559454056657,1
CATE.ST,2025-09-16,0.0469063454941798,1
CCC.ST,2020-05-06,6.70731955522024,1
CCC.ST,2020-10-14,-3.64077663160941,0
CCC.ST,2021-11-18,-0.460831234810433,0
CCC.ST,2022-06-10,-3.81231464877376,0
CCC.ST,2023-04-25,-1.06383381664104,0
CCOR,2020-01-22,-0.299404040741968,0
CCOR,2020-04-20,0.13614427130173,0
CCOR,2022-06-01,-0.790766120471642,0
CCOR,2022-12-02,-0.217451145349568,0
CEVI.ST,2021-09-07,-5.02165036805178,0
CEVI.ST,2024-03-01,-11.91406716791,1
CEVI.ST,2025-10-20,1.42544199041541,0
CIBUS.ST,2025-02-04,-0.571417549849007,0
CLA-B.ST,2021-05-12,4.02735758010688,0
CLA-B.ST,2022-01-06,-4.38461754592161,0
CLA-B.ST,2023-03-01,1.83318207519443,0
