accepted_at_utc,accepted_source_provider,capex,cash,created_at_utc,currency,derivation_method,ebit,ebitda,fiscal_quarter,fiscal_year,free_cashflow,gross_profit,net_income,operating_cashflow,operating_income,period_end_date,publish_date,quarter_id,resolution_issue_id,revenue,shares_outstanding,ticker,total_debt,update_run_id,updated_at_utc
2026-08-23T16:02:25Z,LEGACY,-1784000000.0,38016000000.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",14775000000.0,17477000000.0,Q4,2020,18792000000.0,24689000000.0,12673000000.0,20576000000.0,14775000000.0,2020-09-26,2020-10-29,17415,,64698000000.0,17528214000.0,AAPL,107440000000.0,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T09:28:17Z,V2,-3500000000.0,36010000000.0,2026-08-23T074231Z,,,33534000000.0,36200000000.0,Q1,2021,35263000000.0,44328000000.0,28755000000.0,38763000000.0,33534000000.0,2020-12-26,2021-01-27,17414,,111439000000.0,17113688000.0,AAPL,107043000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2269000000.0,38466000000.0,2026-08-23T074231Z,,,27503000000.0,30300000000.0,Q2,2021,21712000000.0,38079000000.0,23630000000.0,23981000000.0,27503000000.0,2021-03-27,2021-04-28,17413,,89584000000.0,16929157000.0,AAPL,116645000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2093000000.0,34050000000.0,2026-08-23T074231Z,,,24126000000.0,26958000000.0,Q3,2021,19001000000.0,35255000000.0,21744000000.0,21094000000.0,24126000000.0,2021-06-26,2021-07-27,17412,,81434000000.0,16781735000.0,AAPL,113791000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T16:02:25Z,LEGACY,-3223000000.0,34940000000.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",23786000000.0,26775000000.0,Q4,2021,16977000000.0,35174000000.0,20551000000.0,20200000000.0,23786000000.0,2021-09-25,2021-10-28,17411,,83360000000.0,16864919000.0,AAPL,118719000000.0,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T09:28:17Z,V2,-2803000000.0,37119000000.0,2026-08-23T074231Z,,,41488000000.0,44185000000.0,Q1,2022,44163000000.0,54243000000.0,34630000000.0,46966000000.0,41488000000.0,2021-12-25,2022-01-27,17410,,123945000000.0,16519291000.0,AAPL,117798000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2514000000.0,28098000000.0,2026-08-23T074231Z,,,29979000000.0,32716000000.0,Q2,2022,25652000000.0,42559000000.0,25010000000.0,28166000000.0,29979000000.0,2022-03-26,2022-04-28,17409,,97278000000.0,16403316000.0,AAPL,112982000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2102000000.0,27502000000.0,2026-08-23T074231Z,,,23076000000.0,25881000000.0,Q3,2022,20790000000.0,35885000000.0,19442000000.0,22892000000.0,23076000000.0,2022-06-25,2022-07-28,17408,,82959000000.0,16262203000.0,AAPL,108709000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T16:02:25Z,LEGACY,-3289000000.0,23646000000.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",24894000000.0,27759000000.0,Q4,2022,20838000000.0,38095000000.0,20721000000.0,24127000000.0,24894000000.0,2022-09-24,2022-10-27,17407,,90146000000.0,16325819000.0,AAPL,110087000000.0,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T09:28:17Z,V2,-3787000000.0,20535000000.0,2026-08-23T074231Z,,,36016000000.0,38932000000.0,Q1,2023,30218000000.0,50332000000.0,29998000000.0,34005000000.0,36016000000.0,2022-12-31,2023-02-02,17406,,117154000000.0,15955718000.0,AAPL,109367000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2916000000.0,24687000000.0,2026-08-23T074231Z,,,28318000000.0,31216000000.0,Q2,2023,25644000000.0,41976000000.0,24160000000.0,28560000000.0,28318000000.0,2023-04-01,2023-05-04,17405,,94836000000.0,15847050000.0,AAPL,107619000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2093000000.0,28408000000.0,2026-08-23T074231Z,,,22998000000.0,26050000000.0,Q3,2023,24287000000.0,36413000000.0,19881000000.0,26380000000.0,22998000000.0,2023-07-01,2023-08-03,17404,,81797000000.0,15775021000.0,AAPL,105287000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T16:02:25Z,LEGACY,-2163000000.0,29965000000.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",26969000000.0,29622000000.0,Q4,2023,19435000000.0,40427000000.0,22956000000.0,21598000000.0,26969000000.0,2023-09-30,2023-11-02,17403,,89498000000.0,15812547000.0,AAPL,105103000000.0,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T09:28:17Z,V2,-2392000000.0,40760000000.0,2026-08-23T074231Z,,,40373000000.0,43221000000.0,Q1,2024,37503000000.0,54855000000.0,33916000000.0,39895000000.0,40373000000.0,2023-12-30,2024-02-01,17402,,119575000000.0,15576641000.0,AAPL,106042000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-1996000000.0,32695000000.0,2026-08-23T074231Z,,,27900000000.0,30736000000.0,Q2,2024,20694000000.0,42271000000.0,23636000000.0,22690000000.0,27900000000.0,2024-03-30,2024-05-02,17401,,90753000000.0,15464709000.0,AAPL,102593000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2151000000.0,25565000000.0,2026-08-23T074231Z,,,25352000000.0,28202000000.0,Q3,2024,26707000000.0,39678000000.0,21448000000.0,28858000000.0,25352000000.0,2024-06-29,2024-08-01,17400,,85777000000.0,15348175000.0,AAPL,98310000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-2940000000.0,30299000000.0,2026-08-23T074231Z,,,42832000000.0,45912000000.0,Q1,2025,26995000000.0,58275000000.0,36330000000.0,29935000000.0,42832000000.0,2024-12-28,2025-01-30,17399,,124300000000.0,15150865000.0,AAPL,94804000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-3071000000.0,28162000000.0,2026-08-23T074231Z,,,29589000000.0,32250000000.0,Q2,2025,20881000000.0,44867000000.0,24780000000.0,23952000000.0,29589000000.0,2025-03-29,2025-05-01,17398,,95359000000.0,15056133000.0,AAPL,92204000000.0,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-22T00:00:00Z,YAHOO,-3462000000.0,36269000000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",28202000000.0,31032000000.0,Q3,2025,24405000000.0,43718000000.0,23434000000.0,27867000000.0,28202000000.0,2025-06-30,2025-08-01,32,,94036000000.0,14856722000.0,AAPL,101698000000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-3242000000.0,35934000000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",32427000000.0,35554000000.0,Q4,2025,26486000000.0,48341000000.0,27466000000.0,29728000000.0,32427000000.0,2025-09-30,2025-10-31,33,,102466000000.0,14773260000.0,AAPL,98657000000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-2373000000.0,45317000000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",50852000000.0,54066000000.0,Q1,2026,51552000000.0,69231000000.0,42097000000.0,53925000000.0,50852000000.0,2025-12-31,2026-01-30,34,,143756000000.0,14697926000.0,AAPL,90509000000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-1971000000.0,45572000000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",35885000000.0,39324000000.0,Q2,2026,26731000000.0,54781000000.0,29578000000.0,28702000000.0,35885000000.0,2026-03-31,2026-05-01,35,,111184000000.0,14667688000.0,AAPL,84711000000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-2455000000.0,39544000000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",35695000000.0,39015000000.0,Q3,2026,31914000000.0,54770000000.0,29789000000.0,34369000000.0,35695000000.0,2026-06-30,2026-07-31,36,,109417000000.0,14687356000.0,AAPL,84344000000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-23T074231Z,LEGACY,-159927.0,880996.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-1905090.0,,Q1,2018,-1685319.0,382014.0,-1883544.0,-1525392.0,-1905090.0,2018-03-31,,25071,,2054728.0,,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,-66688.0,1628880.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-1417257.0,,Q2,2018,-52661.0,523425.0,-1400945.0,14027.0,-1417257.0,2018-06-30,,25070,,2007745.0,,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,-5494.0,1416882.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-662643.0,,Q3,2018,-211045.0,1096552.0,-643562.0,-205551.0,-662643.0,2018-09-30,,25069,,3324621.0,222782404.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T16:02:25Z,LEGACY,-29113.0,253387.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",-835504.0,,Q4,2018,-1160970.0,447887.0,-815694.0,-1131857.0,-835504.0,2018-12-31,2019-03-19,25068,,9581968.0,,BNC,,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T074231Z,LEGACY,,465360.0,2026-08-23T074231Z,,,-922072.0,,Q1,2019,,490073.0,-900195.0,211973.0,-922072.0,2019-03-31,,25067,,1771230.0,,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,,1925680.0,2026-08-23T074231Z,,,136319.0,,Q2,2019,,1447792.0,139615.0,1460320.0,136319.0,2019-06-30,,25066,,4210393.0,,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T16:02:25Z,LEGACY,3043.0,922177.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",-802178.0,,Q4,2019,-1075245.0,1030641.0,-800009.0,-1078288.0,-802178.0,2019-12-31,2020-03-24,25065,,3718726.0,,BNC,,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T074231Z,LEGACY,,194290.0,2026-08-23T074231Z,,,-946338.0,,Q1,2020,,456524.0,-938313.0,-727887.0,-946338.0,2020-03-31,,25064,,1809925.0,,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,,235438.0,2026-08-23T074231Z,,,-605612.0,,Q2,2020,,274825.0,-613517.0,-512852.0,-605612.0,2020-06-30,,25063,,1682424.0,236526638.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,3500.0,2072312.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-282664.0,,Q3,2020,1843874.0,525911.0,-270439.0,1840374.0,-282664.0,2020-09-30,,25062,,1634669.0,236526638.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T16:02:25Z,LEGACY,9332.0,2284881.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",-528010.0,,Q4,2020,227733.0,295707.0,63553.0,218401.0,-528010.0,2020-12-31,2021-03-24,25061,,3387254.0,,BNC,,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T074231Z,LEGACY,-12326.0,3271128.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-685650.0,,Q1,2021,472047.0,344606.0,-793368.0,484373.0,-685650.0,2021-03-31,,25060,,2366529.0,1576844.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,0.0,2283879.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-442543.0,,Q3,2021,-619458.0,747172.0,-407905.0,-619458.0,-442543.0,2021-09-30,,25059,,3706436.0,1583511.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T16:02:25Z,LEGACY,-53341.0,2159608.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",-966300.0,,Q4,2021,-1499271.0,551893.0,-401892.0,-1445930.0,-966300.0,2021-12-31,2023-03-28,25058,,3056088.0,1582869.0,BNC,,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T074231Z,LEGACY,-13948.0,22033664.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-1611202.0,,Q1,2022,178909.0,90508.0,-1422942.0,192857.0,-1611202.0,2022-03-31,,25057,,1744427.0,4622427.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,0.0,20611388.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-1771186.0,,Q2,2022,-1424526.0,306239.0,-1760586.0,-1424526.0,-1771186.0,2022-06-30,,25056,,3014885.0,7801211.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,-16400.0,21083549.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-1059133.0,,Q3,2022,472161.0,597191.0,-1042050.0,488561.0,-1059133.0,2022-09-30,,25055,,5063079.0,7953974.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T16:02:25Z,LEGACY,0.0,18637114.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",-1282326.0,,Q4,2022,-2446435.0,151002.0,-1271597.0,-2446435.0,-1282326.0,2022-12-31,2024-03-29,25054,,1460798.0,7094410.0,BNC,,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T074231Z,LEGACY,,15948077.0,2026-08-23T074231Z,,,-446162.0,,Q1,2023,,853276.0,-431438.0,-2689237.0,-446162.0,2023-03-31,,25053,,4682573.0,8071731.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,,14197485.0,2026-08-23T074231Z,,,-704628.0,,Q2,2023,,78693.0,-693575.0,-1750592.0,-704628.0,2023-06-30,,25052,,1063714.0,673031.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,,13342805.0,2026-08-23T074231Z,,,-807062.0,,Q3,2023,,-104063.0,-799019.0,-854680.0,-807062.0,2023-09-30,,25051,,913571.0,673031.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,,11598836.0,2026-08-23T074231Z,,,-923809.0,,Q1,2024,,-154375.0,-916603.0,-909415.0,-923809.0,2024-03-31,,25050,,234506.0,684328.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,,11325387.0,2026-08-23T074231Z,,,-477205.0,,Q2,2024,,179800.0,-470299.0,-273449.0,-477205.0,2024-06-30,,25049,,1760700.0,711530.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,0.0,10295159.0,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-746672.0,,Q3,2024,-1030228.0,-70153.0,-740403.0,-1030228.0,-746672.0,2024-09-30,,25048,,390817.0,791580.0,BNC,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-22T00:00:00Z,LEGACY,0.0,9452826.0,2026-08-22T00:00:00Z,,,-1024398.0,-1020661.0,Q4,2024,-842333.0,-174896.0,-1018638.0,-842333.0,-1024398.0,2024-12-31,2025-03-27,1827,,417447.0,41173850.0,BNC,269798.0,V3_PHASE3C_LEGACY_EXISTING_Q_ENRICHMENT_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,,8707353.0,2026-08-22T00:00:00Z,,,-1073837.0,-1072705.0,Q1,2026,-745473.0,39287.0,-1068578.0,-745473.0,-1073837.0,2025-03-31,2025-05-15,1828,,713460.0,802346.0,BNC,239189.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-23T16:02:25Z,LEGACY,9314.0,32535255.0,2026-08-22T00:00:00Z,,,302196498.0,302196498.0,Q2,2026,-24105242.0,2093257.0,283642773.0,-24114556.0,-24228370.0,2025-10-31,2025-12-15,1830,,7143485.0,45321002.0,BNC,7574530.0,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T16:02:25Z,LEGACY,-123.0,11323024.0,2026-08-22T00:00:00Z,,,-124806023.0,-124806023.0,Q3,2026,-7992909.0,1763297.0,-106572140.0,-7992786.0,-4518726.0,2026-01-31,2026-06-23,1831,,7334626.0,43673955.0,BNC,3757931.0,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T074231Z,LEGACY,,3061000.0,2026-08-22T00:00:00Z,,,,,Q4,2026,,,,,,2026-04-30,2026-06-23,1832,,2927689.0,42607962.0,BNC,2506000.0,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T074231Z,LEGACY,,,2026-08-23T074231Z,,,,,Q4,2020,,,,,,2020-12-27,2024-02-27,26316,,,,CAVA,,V3_PHASE3C2_LEGACY_DEEP_HISTORY_2026-08-23T074231Z,2026-08-23T074231Z
2026-08-23T16:02:25Z,V2,-39097000.0,,2026-08-23T074231Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",-2252000.0,15541000.0,Q1,2023,-13418000.0,50564000.0,-2141000.0,25679000.0,-2252000.0,2023-04-16,2023-05-29,26313,,203083000.0,1647000.0,CAVA,,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T16:02:25Z,V2,-31242000.0,332428000.0,2026-08-23T074231Z,,"{""free_cashflow"":""DERIVED:operating_cashflow + capex""}",-1580000.0,12281000.0,Q4,2023,-7229000.0,187434000.0,2049000.0,24013000.0,-1580000.0,2023-12-31,2024-02-26,26312,,177170000.0,63448000.0,CAVA,,V3_PHASE4B_DIRECT_RECOVERY_20260823T160224Z,2026-08-23T16:02:25Z
2026-08-23T09:28:17Z,V2,-26195000.0,343748000.0,2026-08-23T074231Z,,,16144000.0,30777000.0,Q2,2024,22714000.0,62360000.0,19741000.0,48909000.0,16144000.0,2024-07-14,2024-08-22,26311,,233495000.0,118291000.0,CAVA,,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-23T09:28:17Z,V2,-20507000.0,367160000.0,2026-08-23T074231Z,,,13768000.0,29998000.0,Q3,2024,23372000.0,62647000.0,17966000.0,43879000.0,13768000.0,2024-10-06,2024-11-12,26310,,243817000.0,118430000.0,CAVA,,V3_PHASE3C3_V2_RESIDUAL_EXISTING_Q_2026-08-23T092817Z,2026-08-23T09:28:17Z
2026-08-22T00:00:00Z,V2,-35875000.0,369267000.0,2026-08-22T00:00:00Z,,,21858000.0,42669000.0,Q1,2025,2702000.0,84063000.0,25707000.0,38577000.0,21858000.0,2025-03-31,2025-05-15,2155,,331826000.0,116806198.0,CAVA,,V3_PHASE3C_V2_ENRICHMENT_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-41119000.0,290172000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",25815000.0,42630000.0,Q2,2025,19199000.0,74681000.0,18368000.0,60318000.0,25815000.0,2025-06-30,2025-07-13,2156,,280615000.0,115952000.0,CAVA,433837000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-44270000.0,284570000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",23239000.0,40867000.0,Q3,2025,1372000.0,72366000.0,14747000.0,45642000.0,23239000.0,2025-09-30,2025-11-05,2157,,292238000.0,115985000.0,CAVA,443344000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-37435000.0,282917000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",8432000.0,26839000.0,Q4,2025,2868000.0,59357000.0,4921000.0,40303000.0,8432000.0,2025-12-31,2026-02-25,2158,,274985000.0,116127000.0,CAVA,466248000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-22T00:00:00Z,YAHOO,-48581000.0,295771000.0,2026-08-22T00:00:00Z,,"{""free_cashflow"":""DIRECT_WITH_DERIVED_CHECK:operating_cashflow + capex""}",34136000.0,59602000.0,Q1,2026,15484000.0,111192000.0,23566000.0,64065000.0,34136000.0,2026-03-31,2026-05-19,2159,,438270000.0,116409000.0,CAVA,498487000.0,V3_PHASE3B_U_REFINED_YAHOO_SEED_20260822T000000Z,2026-08-22T00:00:00Z
2026-08-24T09:24:02.702073+00:00,LEGACY,-13647000.0,44609000.0,2026-08-23T074231Z,,"{""artifact_research_run"": ""PHASE4C2F_EVIDENCE_BASED_GATE_REFINEMENT"", ""formula_id"": ""EBIT_PLUS_DA_COMBINED"", ""formula_version"": ""1"", ""phase"": ""4C-3"", ""production_class"": ""AUTO_STRONG"", ""q_applicability"": ""STRONG_Q1_Q3"", ""semantic_class"": ""SEMANTIC_A_OR_B_HISTORIC_STRICT"", ""source_mode"": ""STRICT_4C2D_AUTO_STRONG"", ""statistical_class"": ""STAT_HIGH""}",133476000.0,144545000.0,Q1,2018,70029000.0,299865000.0,88827000.0,83676000.0,133476000.0,2018-03-25,2018-04-26,32999,,785371000.0,44377509.0,DPZ,,V3_PHASE4C3_EBIT_EBITDA_PRODUCTION_APPLY_20260824T092352Z,2026-08-24T09:24:02.702073+00:00
2026-08-24T09:24:02.702073+00:00,LEGACY,-23643000.0,157788000.0,2026-08-23T074231Z,,"{""artifact_research_run"": ""PHASE4C2F_EVIDENCE_BASED_GATE_REFINEMENT"", ""formula_id"": ""EBIT_PLUS_DA_COMBINED"", ""formula_version"": ""1"", ""phase"": ""4C-3"", ""production_class"": ""AUTO_STRONG"", ""q_applicability"": ""STRONG_Q1_Q3"", ""semantic_class"": ""SEMANTIC_A_OR_B_HISTORIC_STRICT"", ""source_mode"": ""STRICT_4C2D_AUTO_STRONG"", ""statistical_class"": ""STAT_HIGH""}",126145000.0,138385000.0,Q2,2018,47393000.0,293580000.0,77408000.0,71036000.0,126145000.0,2018-06-17,2018-07-19,32998,,779396000.0,43582996.0,DPZ,,V3_PHASE4C3_EBIT_EBITDA_PRODUCTION_APPLY_20260824T092352Z,2026-08-24T09:24:02.702073+00:00
2026-08-24T09:24:02.702073+00:00,LEGACY,-27784000.0,84600000.0,2026-08-23T074231Z,,"{""artifact_research_run"": ""PHASE4C2F_EVIDENCE_BASED_GATE_REFINEMENT"", ""formula_id"": ""EBIT_PLUS_DA_COMBINED"", ""formula_version"": ""1"", ""phase"": ""4C-3"", ""production_class"": ""AUTO_STRONG"", ""q_applicability"": ""STRONG_Q1_Q3"", ""semantic_class"": ""SEMANTIC_A_OR_B_HISTORIC_STRICT"", ""source_mode"": ""STRICT_4C2D_AUTO_STRONG"", ""statistical_class"": ""STAT_HIGH""}",132432000.0,144892000.0,Q3,2018,80023000.0,295279000.0,84095000.0,107807000.0,132432000.0,2018-09-09,2018-10-16,32997,,785965000.0,43067191.0,DPZ,,V3_PHASE4C3_EBIT_EBITDA_PRODUCTION_APPLY_20260824T092352Z,2026-08-24T09:24:02.702073+00:00
