date,total_put_call_ratio,index_put_call_ratio,equity_put_call_ratio,status,fetched_at_utc
2024-04-04,1.03,1.18,0.68,ok,2026-03-13T06:03:07Z
2024-04-05,1.19,1.51,0.71,ok,2026-03-13T06:03:07Z
2024-04-08,1.02,1.26,0.64,ok,2026-03-13T06:03:07Z
2024-04-09,1.05,1.27,0.72,ok,2026-03-13T06:03:07Z
2024-04-10,1.01,1.11,0.63,ok,2026-03-13T06:03:07Z
2024-04-11,0.98,1.20,0.63,ok,2026-03-13T06:03:07Z
2024-04-12,0.85,0.90,0.68,ok,2026-03-13T06:03:07Z
2024-04-15,0.92,0.98,0.64,ok,2026-03-13T06:03:07Z
2024-04-16,0.83,0.94,0.73,ok,2026-03-13T06:03:07Z
2024-04-17,1.27,1.14,1.13,ok,2026-03-13T06:03:07Z
2024-04-18,0.99,1.27,0.68,ok,2026-03-13T06:03:07Z
2024-04-19,1.03,1.28,0.65,ok,2026-03-13T06:03:07Z
2024-04-22,0.91,1.10,0.57,ok,2026-03-13T06:03:07Z
2024-04-23,1.03,1.24,0.65,ok,2026-03-13T06:03:07Z
2024-04-24,0.94,1.06,0.71,ok,2026-03-13T06:03:07Z
2024-04-25,0.93,1.02,0.68,ok,2026-03-13T06:03:07Z
2024-04-26,1.00,1.41,0.55,ok,2026-03-13T06:03:07Z
2024-04-29,0.93,1.20,0.61,ok,2026-03-13T06:03:07Z
2024-04-30,0.94,1.14,0.60,ok,2026-03-13T06:03:07Z
2024-05-01,1.06,1.19,0.84,ok,2026-03-13T06:03:07Z
2024-05-02,0.99,1.19,0.73,ok,2026-03-13T06:03:07Z
2024-05-03,0.94,1.21,0.60,ok,2026-03-13T06:03:07Z
2024-05-06,1.29,1.24,0.63,ok,2026-03-13T06:03:07Z
2024-05-07,0.99,1.15,0.72,ok,2026-03-13T06:03:07Z
2024-05-08,0.97,1.13,0.69,ok,2026-03-13T06:03:07Z
2024-05-09,0.85,1.04,0.55,ok,2026-03-13T06:03:07Z
2024-05-10,0.90,1.14,0.60,ok,2026-03-13T06:03:07Z
2024-05-13,0.89,1.11,0.57,ok,2026-03-13T06:03:07Z
2024-05-14,0.90,1.17,0.53,ok,2026-03-13T06:03:07Z
2024-05-15,0.88,0.91,0.57,ok,2026-03-13T06:03:07Z
2024-05-16,0.82,1.02,0.59,ok,2026-03-13T06:03:07Z
2024-05-17,0.81,1.10,0.54,ok,2026-03-13T06:03:07Z
2024-05-20,1.00,1.17,0.53,ok,2026-03-13T06:03:07Z
2024-05-21,0.83,0.94,0.59,ok,2026-03-13T06:03:07Z
2024-05-22,0.82,0.93,0.57,ok,2026-03-13T06:03:07Z
2024-05-23,0.90,0.94,0.65,ok,2026-03-13T06:03:07Z
2024-05-24,1.00,1.16,0.67,ok,2026-03-13T06:03:07Z
2024-05-28,0.88,1.08,0.56,ok,2026-03-13T06:03:07Z
2024-05-29,1.00,1.16,0.68,ok,2026-03-13T06:03:07Z
2024-05-30,1.01,1.09,0.87,ok,2026-03-13T06:03:07Z
2024-05-31,0.94,1.08,0.73,ok,2026-03-13T06:03:07Z
2024-06-03,0.89,1.00,0.58,ok,2026-03-13T06:03:07Z
2024-06-04,0.95,1.23,0.61,ok,2026-03-13T06:03:07Z
2024-06-05,0.98,1.07,0.75,ok,2026-03-13T06:03:07Z
2024-06-06,0.99,0.91,0.59,ok,2026-03-13T06:03:07Z
2024-06-07,0.85,1.01,0.58,ok,2026-03-13T06:03:07Z
2024-06-10,0.90,1.12,0.58,ok,2026-03-13T06:03:07Z
2024-06-11,0.88,1.07,0.59,ok,2026-03-13T06:03:07Z
2024-06-12,0.66,1.00,0.53,ok,2026-03-13T06:03:07Z
2024-06-13,0.79,1.06,0.87,ok,2026-03-13T06:03:07Z
2024-06-14,0.93,1.04,0.58,ok,2026-03-13T06:03:07Z
2024-06-17,0.87,1.00,0.62,ok,2026-03-13T06:03:07Z
2024-06-18,0.87,1.07,0.58,ok,2026-03-13T06:03:07Z
2024-06-20,0.87,1.09,0.62,ok,2026-03-13T06:03:07Z
2024-06-21,0.83,1.12,0.63,ok,2026-03-13T06:03:07Z
2024-06-24,0.92,1.22,0.58,ok,2026-03-13T06:03:07Z
2024-06-25,0.90,1.14,0.59,ok,2026-03-13T06:03:07Z
2024-06-26,0.75,0.95,0.54,ok,2026-03-13T06:03:07Z
2024-06-27,0.85,0.89,0.76,ok,2026-03-13T06:03:07Z
2024-06-28,0.89,1.03,0.64,ok,2026-03-13T06:03:07Z
